"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","第4層","メモ","UID","H28対応項目"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","全人的な視点とアプローチ","患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。","","緩和ケア","慢性疾患や慢性疼痛の病態、経過、治療を理解した上で、その対処法・ケアを計画できる。","移動・修正","","A-03-01-na-07"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","全人的な視点とアプローチ","患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。","","緩和ケア","患者の苦痛や不安感に配慮しながら、就学・就労、育児・介護等との両立支援を含め患者と家族に対して誠実で適切な支援を計画できる。","移動・修正","","A-03-01-na-08"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","プライマリ・ケアにおける基本概念","地域の健康格差を理解し、医療へのアクセス障害等の医療システム上の課題を適切に判断できる。","新規","Jkxpss0",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","プライマリ・ケアにおける基本概念","患者の所属する地域や文化的な背景が健康に関連することを理解している。","新規","Jkxpss4",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","地域（都会・郊外・へき地・離島を含む）の実情に応じた医療と医師の偏在（地域、診療科及び臨床・非臨床）の現状を理解している。","修正,A-07-01-na-01　もでしょうか？（山梨）","JkxpstA","B-01-07-na-01,A-07-01-na-01"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","地域の医療体制や診療機関の規模・役割に応じて、医療者として柔軟に対応できる。","新規","JkxpstE",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","患者の居住する地域における各疾患の罹患率、有病率などの指標を用い、臨床推論で活用できる。","新規","JkxpstI",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","地域の量的指標（人口構成等）や質的情報（地理的・歴史的・経済的・文化的背景）を収集し、地域の健康課題を説明できる。","新規","JkxpstM",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","地域の住民や専門職と協働した地域の健康増進活動の意義を理解している。","修正","JkxpstQ","B-01-04-na-05"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","削除","新規、他領域と整合をとるために、新型コロナウイルス感染症を新興感染症にしました。","JkxpstY",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","医療資源に応じたプライマリ・ケア","【宮地】技能の「乳幼児と小児の輸液療法」をここで扱う？「小児期の栄養面での特性や食育の基本、輸液療法の知識を臨床現場で活用できる。」
削除","修正、一部説明がわかりにくかったので、修正しました。","Jkxpstc","B-04-01-na-13"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","医療資源に応じたプライマリ・ケア","地域の人的・物的資源に応じた医療・サービスを提案できる。","新規","Jkxpstg",""
