"","第1層","第2層","第3層","第4層"
184,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","糖質の構造、代謝と調節、生理的意義を説明できる。（解糖、クエン酸回路、電子伝達系と酸化的リン酸化、グリコーゲン代謝、糖新生、五炭糖リン酸回路）"
185,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","タンパク質の構造、代謝と調節、生理的意義、ならびに主要なアミノ酸の代謝と尿素回路を説明できる。"
186,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","脂質の構造、代謝と調節、生理的意義、ならびに脂質の輸送を説明できる（リポタンパク質）。"
187,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","ヘム・ポルフィリンの代謝を説明できる。"
188,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","ヌクレオチドの合成・異化・再利用経路を説明できる。"
189,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","酸化ストレス（フリーラジカル、活性酸素）を説明できる。"
190,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","ビタミン、微量元素の種類と作用を説明できる。"
191,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","栄養素の相互変換とエネルギー代謝（エネルギーの定義、食品中のエネルギー値、エネルギー消費量、推定エネルギー必要量）を説明できる。"
192,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","空腹（飢餓）時、食後（過食時）と運動時における代謝を説明できる"
193,"専門知識に基づいた問題解決能力","医学一般","個体の構成と機能","複合糖質、複合脂質について概説できる"
194,"専門知識に基づいた問題解決能力","医学一般","個体の反応","ウイルス粒子の構造を図示し、各部の機能を説明できる。"
195,"専門知識に基づいた問題解決能力","医学一般","個体の反応","構造と性状によりウイルスを分類できる。"
196,"専門知識に基づいた問題解決能力","医学一般","個体の反応","ウイルスの吸着、侵入、複製、成熟と放出の各過程、ウイルス感染細胞に起こる変化を説明できる。"
197,"専門知識に基づいた問題解決能力","医学一般","個体の反応","ウイルス感染の種特異性、組織特異性と病原性、主な感染様式の具体例を説明できる。"
198,"専門知識に基づいた問題解決能力","医学一般","個体の反応","ウイルスに対する中和反応と細胞性免疫、ワクチンによるウイルス感染症予防の原理、ワクチンの種類と問題点を説明できる。"
199,"専門知識に基づいた問題解決能力","医学一般","個体の反応","主なデオキシリボ核酸<DNA>ウイルス（単純ヘルペスウイルス I型・II型、サイトメガロウイルス(cytomegalovirus <CMV>)、Epstein-Barr <EB>ウイルス、水痘・帯状疱疹ウイルス、アデノウイルス、パルボウイルスB19、B型肝炎ウイルス、ヒトパピローマウイルス、コロナウイルス）のリスク因子、感染経路と病態を説明し、これらのウイルスが引き起こす疾患名を列挙できる。"
200,"専門知識に基づいた問題解決能力","医学一般","個体の反応","主なリボ核酸<RNA>ウイルス（インフルエンザウイルス、麻疹ウイルス、ムンプスウイルス、風疹ウイルス、ポリオウイルス、コクサッキーウイルス、エコー(enteric cytopathic human orphan <ECHO>)ウイルス、ライノウイルス、A型肝炎ウイルス、C型肝炎ウイルス）が引き起こす疾患名を列挙できる。"
201,"専門知識に基づいた問題解決能力","医学一般","個体の反応","レトロウイルス(ヒト免疫不全ウイルス(human immunodeficiency virus <HIV>)の特性と一般ゲノム構造を説明し、分類できる。"
202,"専門知識に基づいた問題解決能力","医学一般","個体の反応","細菌の構造を図示し、形態とGram染色により分類できる。"
203,"専門知識に基づいた問題解決能力","医学一般","個体の反応","細菌の感染経路を分類し、細菌が疾病を引き起こす機序を説明できる。"
204,"専門知識に基づいた問題解決能力","医学一般","個体の反応","Gram陽性球菌（ブドウ球菌、連鎖球菌、肺炎球菌、腸球菌）、Gram陰性球菌（淋菌、髄膜炎菌、モラキセラ）、Gram陽性桿菌（リステリア、Clostridium属　（破傷風菌、ガス壊疽菌、ボツリヌス菌）、Clostridioides difficile、、ジフテリア菌）の細菌学的特徴、リスク因子、感染経路と病態を説明し、とそれが引き起こす疾患を列挙できる。"
