第2層,第3層,第4層仮番号,第4層,H28対応項目,メモ
全身に及ぶ生理的変化、病態、診断、治療,感染症,,標準予防策(standard precautions)、感染経路別予防策（飛沫感染予防策、接触感染予防策や空気感染予防策等）が必要となる病原微生物を説明できる。,E-02-04-05-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,患者から医療従事者への病原微生物曝露を防ぐための個人防護具、予防接種等を概説できる。,E-02-04-05-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,医療従事者の体液曝露後の感染予防策を概説できる。,E-02-04-05-03,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の定義と病態を説明できる。,E-03-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の症候を説明できる,E-03-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍のグレード、ステージを概説できる,E-03-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の検査所見を説明できる。,E-03-02-na-01,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の画像所見や診断を説明できる。,E-03-02-na-02,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の病理所見や診断を説明できる。,E-03-02-na-03,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の集学的治療を概説できる。,E-03-03-na-01,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の手術療法を概説できる。,E-03-03-na-02,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の放射線療法を概説できる。,E-03-03-na-03,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の薬物療法（殺細胞性抗癌薬、分子標的薬、免疫チェックポイント阻害薬）を概説できる。,E-03-03-na-04,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の生物学的療法を概説できる。,E-03-03-na-05,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍における支持療法を概説できる。,E-03-03-na-06,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍における緩和ケアを概説できる。,E-03-03-na-07,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の診療におけるチーム医療を概説できる。,E-03-04-na-01,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍の診療における生命倫理（バイオエシックス）を概説できる。,E-03-04-na-02,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腫瘍性疾患をもつ患者の置かれている状況を深く認識できる。,E-03-04-na-03,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,血液・造血器・リンパ系：急性白血病、慢性骨髄性白血病、骨髄異形成症候群<MDS>、成人T細胞白血病、真正赤血球増加症、本態性血小板血症、骨髄線維症、悪性リンパ腫、多発性骨髄腫,E-03-05-na-01,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,神経系：脳・脊髄腫瘍、転移性脳腫瘍,E-03-05-na-02,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,皮膚系：皮膚良性腫瘍、皮膚悪性リンパ腫、血管肉腫、基底細胞上皮腫(癌)、扁平上皮癌、悪性黒色腫,E-03-05-na-03,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,運動器（筋骨格系）：転移性脊椎腫瘍、骨肉腫,E-03-05-na-04,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,循環器系：粘液腫,E-03-05-na-05,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,呼吸器系：肺癌、転移性肺腫瘍、縦隔腫瘍、胸膜中皮腫,E-03-05-na-06,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,消化器系：食道癌、胃癌、大腸ポリープ、大腸癌、胆嚢・胆管癌、原発性肝癌、膵内分泌腫瘍、嚢胞性膵腫瘍、膵癌,E-03-05-na-07,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,腎・尿路系：腎癌、膀胱癌を含む尿路上皮癌,E-03-05-na-08,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,生殖機能：前立腺癌、精巣腫瘍、子宮頸癌、子宮体癌（子宮内膜癌）、卵巣腫瘍（卵巣癌、卵巣嚢腫）、絨毛性疾患（胞状奇胎、絨毛癌）,E-03-05-na-09,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,乳房：原発性乳癌,E-03-05-na-10,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,内分泌・栄養・代謝系：甲状腺腫瘍（腺腫様甲状腺腫、甲状腺癌）、褐色細胞腫,E-03-05-na-11,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,眼・視覚系：網膜芽細胞腫,E-03-05-na-12,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,耳鼻・咽喉・口腔系：舌癌、咽頭癌、喉頭癌,E-03-05-na-13,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,,小児腫瘍：神経芽腫,E-03-05-na-14,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,自己抗体の種類と臨床的意義を説明できる。,E-04-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,ショック,E-04-02-na-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,発熱,E-04-02-na-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,全身倦怠感,E-04-02-na-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,発疹,E-04-02-na-04,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,貧血,E-04-02-na-05,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,リンパ節腫脹,E-04-02-na-06,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,浮腫,E-04-02-na-07,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,呼吸困難・息切れ,E-04-02-na-08,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,咳・痰,E-04-02-na-09,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,血尿・タンパク尿,E-04-02-na-10,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,関節痛・関節腫脹,E-04-02-na-11,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,膠原病と自己免疫疾患を概説し、その種類を列挙できる。,E-04-03-01-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,関節炎をきたす疾患を列挙できる。,E-04-03-01-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,膠原病に特徴的な皮疹を説明し、関連する疾患を列挙できる。,E-04-03-01-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,関節リウマチの病態生理、症候、診断、治療とリハビリテーションを説明できる。,E-04-03-02-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,関節リウマチの関節外症状を説明できる。,E-04-03-02-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,成人Still病の症候、診断と治療を説明できる。,E-04-03-02-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,若年性特発性関節炎(juvenile idiopathic arthritis <JIA>)の特徴を説明できる。,E-04-03-02-04,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,全身性エリテマトーデス<SLE>の病態生理、症候、診断と治療を説明できる。,E-04-03-03-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,全身性エリテマトーデス<SLE>の合併症（神経精神全身性エリテマトーデス、ループス腎炎）を説明できる。,E-04-03-03-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,抗リン脂質抗体症候群の病態生理、症候、診断と治療を説明できる。,E-04-03-03-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）を説明できる。,E-04-03-04-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎、悪性腫瘍）を説明できる。,E-04-03-04-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,混合性結合組織病を概説できる。,E-04-03-04-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,Sjögren症候群を概説できる。,E-04-03-04-04,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,全身性血管炎を分類/列挙し、その病態生理、症候、診断と治療を説明できる。,E-04-03-05-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,Behçet病の症候、診断と治療を説明できる。,E-04-03-05-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,Kawasaki病（急性熱性皮膚粘膜リンパ節症候群）の病態生理、症候、診断と治療を説明できる。,E-04-03-05-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,主要な全身性アレルギー性疾患の分類と特徴を概説できる。,E-04-03-06-01,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,アナフィラキシーの症候、診断と治療を説明できる。,E-04-03-06-02,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,食物アレルギーの種類、診断と治療を概説できる。,E-04-03-06-03,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,,原発性免疫不全症の病態、診断と治療を概説できる。,E-04-03-07-01,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,中毒患者の検査と起因物質の分析を概説できる。,E-05-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,ショック,E-05-02-na-01,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,発熱,E-05-02-na-02,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,意識障害・失神,E-05-02-na-03,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,脱水,E-05-02-na-04,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,黄疸,E-05-02-na-05,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,発疹,E-05-02-na-06,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,貧血,E-05-02-na-07,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,呼吸困難・息切れ,E-05-02-na-08,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,運動麻痺・筋力低下,E-05-02-na-09,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,腹痛,E-05-02-na-10,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,悪心・嘔吐,E-05-02-na-11,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,便秘・下痢・血便,E-05-02-na-12,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,吐血・下血,E-05-02-na-13,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,尿量・排尿の異常,E-05-02-na-14,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,食中毒の病因、症候と予防法を説明できる。,E-05-03-01-01,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,一酸化炭素中毒の発生機序、症候、診断と治療法を説明できる。,E-05-03-01-02,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,有機リン剤、有機塩素剤と有機溶剤による中毒の機序、診断と治療を説明できる。,E-05-03-01-03,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,重金属、青酸、ヒ素、パラコート、自然毒による中毒を概説できる。,E-05-03-01-04,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,アルコール、覚醒剤・麻薬・大麻などの乱用薬物による中毒を説明できる。,E-05-03-01-05,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,医薬品による中毒を説明できる。,E-05-03-01-06,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,高温による障害（熱中症）を説明できる。,E-05-03-02-01,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,寒冷による障害を説明できる。,E-05-03-02-02,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,振動障害と騒音障害を説明できる。,E-05-03-02-03,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,気圧による障害の原因や対処を説明できる。,E-05-03-02-04,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,熱傷面積（９の法則）と深(達)度から熱傷の重症度を説明できる。,E-05-03-03-01,
全身に及ぶ生理的変化、病態、診断、治療,物理・化学的因子による疾患,,熱傷の治療方針を概説できる。,E-05-03-03-02,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線の種類と放射能、これらの性質・定量法・単位を説明できる。,E-06-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,内部被ばくと外部被ばくについて、線量評価やその病態、症候、診断と治療を説明できる。,E-06-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線及び電磁波の人体（胎児を含む）への影響（急性影響と晩発影響）を説明できる。,E-06-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,種々の正常組織の放射線の透過性や放射線感受性の違いを説明できる。,E-06-01-na-04,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,磁気共鳴画像法<MRI>で用いられている磁場や電磁波による人体や植え込みデバイスの発熱等の現象を概説できる。,E-06-01-na-05,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線の遺伝子、細胞への作用と放射線による細胞死の機序、局所的・全身的影響を説明できる。,E-06-01-na-06,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線被ばく低減の３原則と安全管理を説明できる。,E-06-01-na-07,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線診断やインターベンショナルラジオロジーの被ばく軽減の原則を知り、それを実行できる。,E-06-02-na-01,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線診断（エックス線撮影、コンピュータ断層撮影<CT>、核医学）や血管造影及びインターベンショナルラジオロジーの利益とコスト･リスク（被ばく線量、急性、晩発影響等）を知り、適応の有無を判断できる。,E-06-02-na-02,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線治療の生物学的原理と、人体への急性影響と晩発影響を説明できる。,E-06-02-na-03,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,医療被ばくに関して、放射線防護と安全管理を説明できる。,E-06-02-na-04,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線診断や治療の被ばくに関して、患者にわかりやすく説明できる。,E-06-02-na-05,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,患者と家族が感じる放射線特有の精神的・社会的苦痛に対して十分に配慮できる。,E-06-03-na-01,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,患者の漠然とした不安を受け止め、不安を軽減するためにわかりやすい言葉で説明でき、対話ができる。,E-06-03-na-02,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,内部被ばくと外部被ばくの病態、症候、線量評価、治療を説明できる。,E-06-04-na-01,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,,放射線災害・原子力災害でのメンタルヘルスを説明できる。,E-06-04-na-02,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,胎児の循環・呼吸の生理的特徴と出生時の変化を説明できる。,E-07-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,主な先天性疾患を列挙できる。,E-07-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,新生児の生理的特徴を説明できる。,E-07-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,胎児機能不全(non-reassuring fetal status <NRFS>)を説明できる。,E-07-01-na-04,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,新生児仮死の病態を説明できる。,E-07-01-na-05,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,新生児マススクリーニングを説明できる。,E-07-01-na-06,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,新生児黄疸の鑑別と治療を説明できる。,E-07-01-na-07,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,新生児期の呼吸障害の病因を列挙できる。,E-07-01-na-08,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,正常児・低出生体重児・病児の管理の基本を説明できる。,E-07-01-na-09,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,低出生体重児固有の疾患を概説できる。,E-07-01-na-10,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,乳幼児の生理機能の発達を説明できる。,E-07-02-na-01,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,乳幼児の正常な精神運動発達を説明できる。,E-07-02-na-02,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,乳幼児の保育法・栄養法の基本を概説できる。,E-07-02-na-03,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,乳幼児突然死症候群(sudden infant death syndrome <SIDS>)を説明できる。,E-07-02-na-04,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,小児の精神運動発達及び心身相関を説明できる。,E-07-03-na-01,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,小児の栄養上の問題点を列挙できる。,E-07-03-na-02,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,小児免疫発達と感染症の関係を概説できる。,E-07-03-na-03,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,小児保健における予防接種の意義と内容を説明できる。,E-07-03-na-04,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,成長に関わる主な異常（小児心身症を含む）を列挙できる。,E-07-03-na-05,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,児童虐待を概説できる。,E-07-03-na-06,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,小児の診断法と治療法における特徴を概説できる。,E-07-03-na-07,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,神経発達障害群（自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。,E-07-03-na-08,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,思春期発現の機序と性徴を説明できる。,E-07-04-na-01,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,思春期と関連した精神保健上の問題を列挙できる。,E-07-04-na-02,
全身に及ぶ生理的変化、病態、診断、治療,成長と発達,,移行期医療の現状と課題を説明できる。,E-07-04-na-03,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,老化学説、老化制御、加齢に伴う臓器の構造的・機能的変化を説明でき、これによる予備能の低下等患者にもたらされる生理的変化を説明できる。,E-08-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,高齢者総合機能評価(comprehensive geriatric assessment <CGA>)を実施できる。,E-08-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）の概念を説明できる。,E-08-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防が説明できる。,E-08-01-na-04,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,認知症、うつ、せん妄の違いを説明し、それぞれの鑑別、初期対応を実施できる。,E-08-01-na-05,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,歩行障害・転倒の評価、鑑別診断を行い、原因に応じた転倒予防・リハビリテーションを説明できる。,E-08-01-na-06,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,口腔機能低下、摂食・嚥下障害の評価、鑑別診断を行い、原因に応じた治療・リハビリテーション、予防を実施できる。,E-08-01-na-07,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,高齢者の栄養マネジメントを説明できる。,E-08-01-na-08,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,加齢に伴う薬物動態の変化、高齢者に対する薬物療法の注意点を説明でき、ポリファーマシーの是正等適切な介入が実施できる。,E-08-01-na-09,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,高齢者の障害及び廃用症候群を説明でき、それらに対するリハビリテーションを説明できる。,E-08-01-na-10,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,高齢者の退院支援と介護保険制度を説明できる。,E-08-01-na-11,
全身に及ぶ生理的変化、病態、診断、治療,加齢と老化,,高齢者の人生の最終段階における医療（エンド・オブ・ライフ・ケア）を説明できる。,E-08-01-na-12,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,死の概念と定義や生物学的な個体の死を説明できる。,E-09-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,植物状態と脳死の違いを説明できる。,E-09-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,内因死と外因死について違いと内容を説明できる。,E-09-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,突然死の定義を説明でき、突然死を来しうる疾患（乳幼児突然死症候群<SIDS>を含む）を列挙できる。,E-09-01-na-04,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,診療関連死を説明できる。,E-09-01-na-05,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,死に至る身体と心の過程を説明できる。その個別性にも共感配慮できる。,E-09-01-na-06,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,人生の最終段階における医療（エンド・オブ・ライフ・ケア）での患者とのコミュニケーション、頻度の高い苦痛とその対処法・ケアを説明できる。,E-09-01-na-07,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,水・補液、栄養管理を含む人生の最終段階における医療（エンド・オブ・ライフ・ケア）と小児の特殊性を説明できる。,E-09-01-na-08,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,人生の最終段階における医療（エンド・オブ・ライフ・ケア）での本人の意思決定、事前指示、延命治療、Do not attempt resuscitation <DNAR>、尊厳死と安楽死、治療の中止と差し控えの概念を説明できる。,E-09-01-na-09,
全身に及ぶ生理的変化、病態、診断、治療,人の死,,患者の死後の家族ケア（悲嘆のケア（グリーフケア））を説明できる。,E-09-01-na-10,
