臓器,分類,カテゴリ,サブカテゴリ,疾患,重要,UID,H28対応項目,H28表記,医学教育課修正案(20220419),医学教育課からのコメント(20220419),修正案(20220318),作業用(20220417),疾患(20220417),作業予定(20220417),コメント(20220318),重要(20220318),重複(計算列),重複のため削除する項目に●(20220408),重要度分類(スリム化チーム作業用)(20220330),"座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)",座長・副座長コメント(20220411),医学教育課修正案(20220317),医学教育課からのコメント(20220317),診断,治療,教育,予防,作成時(20220316コメント),修正案(20220316),パフォーマンス
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,骨髄増殖性疾患,本態性血小板血症,,JlvnlaU,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,本態性血小板血症,本態性血小板血症,,,,重複あり,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,骨髄増殖性疾患,原発性骨髄線維症,,Jlvnlac,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,原発性骨髄線維症,原発性骨髄線維症,,,,,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,悪性リンパ腫,Hodgkinリンパ腫,,Jlvnla0,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,Hodgkinリンパ腫,Hodgkinリンパ腫,,,（削除）,,,●,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,悪性リンパ腫,濾胞性リンパ腫,,Jlvnla4,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,濾胞性リンパ腫,濾胞性リンパ腫,,,（削除）,,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,悪性リンパ腫,びまん性大細胞型B細胞リンパ腫,,JlvnlbA,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,びまん性大細胞型B細胞リンパ腫,びまん性大細胞型B細胞リンパ腫,,,（削除）,,,●,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,悪性リンパ腫,末梢T細胞性リンパ腫,,JlvnlbI,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,末梢T細胞性リンパ腫,末梢T細胞性リンパ腫,,,（削除）,,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,悪性リンパ腫,Burkittリンパ腫,,JlvnlbM,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,Burkittリンパ腫,Burkittリンパ腫,,,（削除）,,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,腫瘍性疾患,悪性リンパ腫,MALTリンパ腫,,JlvnlbU,"D-01-04-04-01,　D-01-04-04-02, D-01-04-04-03, D-01-04-04-04, D-01-04-04-05, D-01-04-04-06, D-01-04-04-07, D-01-04-04-08, D-01-04-04-09","急性白血病の病態、症候、病理所見、治療と予後を説明できる。,急性白血病のFrench-American-British <FAB>分類、WHO分類を概説できる。,慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。,骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。,成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。,小児白血病と成人白血病の違いを説明できる。,真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。,悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。,多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",,,,MALTリンパ腫,MALTリンパ腫,,,（削除）,,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,その他の重要な造血系疾患,なし,無顆粒球症,,Jlvnlbs,,,,,,無顆粒球症,無顆粒球症,,,,,,●,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,その他の重要な造血系疾患,なし,血球貪食症候群,,Jlvnlbw,,,,,,血球貪食症候群,血球貪食症候群,,（血球貪食性リンパ組織球症）を削除（岡崎／小松）,,,,,,,,,,,,,,,
血液・造血器・リンパ系,疾患・病態,その他の重要な造血系疾患,なし,移植片対宿主病 <GVHD>,,Jlvnlb4,,,,,,移植片対宿主病 <GVHD>,移植片対宿主病 <GVHD>,,,,,,,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,脳出血,●,JlvnlcA,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,脳出血,脳出血,重要,,●,,,,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,くも膜下出血,●,JlvnlcE,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,くも膜下出血,くも膜下出血,重要,,●,,,,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,脳梗塞,●,JlvnlcQ,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,脳梗塞,脳梗塞,重要,,●,,,,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,一過性脳虚血発作,●,JlvnlcY,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,一過性脳虚血発作,一過性脳虚血発作,重要,,●,,,,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,脳動脈瘤,,Jlvnlcg,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,脳動脈瘤,脳動脈瘤,,,,,,●,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,脳動静脈奇形,,Jlvnlck,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,脳動静脈奇形,脳動静脈奇形,,,,,,●,,,,,,,,,,,
神経系,疾患・病態,脳血管障害,なし,もやもや病,,Jlvnlcs,D-02-04-01-01,脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。,,,,もやもや病,もやもや病,,,,,,●,,,,,,,,,,,
神経系,疾患・病態,感染性・炎症性疾患・脱髄性疾患,なし,脳炎・髄膜炎,●,Jlvnlcw,"D-02-04-03-01,D-02-04-03-02","脳炎・髄膜炎、脳症の病因、症候と診断を説明できる。,多発性硬化症の病態、症候と診断を説明できる。",,,,脳炎・髄膜炎,脳炎・髄膜炎,重要,,●,,,,,,,,,,,,,,
神経系,疾患・病態,感染性・炎症性疾患・脱髄性疾患,なし,脳症,,Jlvnlc4,"D-02-04-03-01,D-02-04-03-02","脳炎・髄膜炎、脳症の病因、症候と診断を説明できる。,多発性硬化症の病態、症候と診断を説明できる。",,,,脳症,脳症,,,（削除）,,,,,,,,,,,,,,
神経系,疾患・病態,感染性・炎症性疾患・脱髄性疾患,なし,脳膿瘍,,Jlvnlc8,"D-02-04-03-01,D-02-04-03-02","脳炎・髄膜炎、脳症の病因、症候と診断を説明できる。,多発性硬化症の病態、症候と診断を説明できる。",,,,脳膿瘍,脳膿瘍,,,,,,●,,,,,,,,,,,
神経系,疾患・病態,感染性・炎症性疾患・脱髄性疾患,なし,多発性硬化症,●,JlvnldE,"D-02-04-03-01,D-02-04-03-02","脳炎・髄膜炎、脳症の病因、症候と診断を説明できる。,多発性硬化症の病態、症候と診断を説明できる。",,,,多発性硬化症,多発性硬化症,"重要,保留",視神経脊髄炎は？（岡崎）,●（追記）,,,,,,,,,,,,,,
神経系,疾患・病態,認知症と変性疾患,認知症,Alzheimer型,●,JlvnldM,"D-02-04-02-01,D-02-04-02-02,D-02-04-02-03,D-02-04-02-04,D-02-04-02-05","認知症の病因を列挙できる。,認知症をきたす主な病態（Alzheimer型認知症、Lewy小体型認知症、血管性認知症）の症候と診断を説明できる。,Parkinson病の病態、症候と診断を説明できる。,筋萎縮性側索硬化症を概説できる。,多系統萎縮症を概説できる。",,,,Alzheimer型,Alzheimer型,重要,,●,,,,,,,,,,,,,,
神経系,疾患・病態,認知症と変性疾患,認知症,Lewy小体型,,JlvnldQ,"D-02-04-02-01,D-02-04-02-02,D-02-04-02-03,D-02-04-02-04,D-02-04-02-05","認知症の病因を列挙できる。,認知症をきたす主な病態（Alzheimer型認知症、Lewy小体型認知症、血管性認知症）の症候と診断を説明できる。,Parkinson病の病態、症候と診断を説明できる。,筋萎縮性側索硬化症を概説できる。,多系統萎縮症を概説できる。",,,,Lewy小体型,Lewy小体型,,,（削除）,,,,,,,,,,,,,,
