"臓器","分類","カテゴリ","サブカテゴリ","疾患","重要","Unnamed: 6","UID","H28対応項目","修正案(20220318)","作業用(20220417)","疾患(20220417)","作業予定(20220417)","コメント(20220318)","重要(20220318)","重複(計算列)","重複のため削除する項目に●(20220408)","重要度分類(スリム化チーム作業用)(20220330)","座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)","座長・副座長コメント(20220411)","医学教育課修正案(20220317)","医学教育課からのコメント(20220317)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"神経系","疾患・病態","頭部外傷","なし","頭部外傷後の高次機能障害","","","Jlvnlfo","D-02-04-04-02,D-02-04-04-03","","頭部外傷後の高次機能障害","頭部外傷後の高次機能障害","","","","","","","","","","","","","","","","",""
"神経系","疾患・病態","小児領域","なし","熱性けいれん","","","Jlvnlfs","D-02-04-09-01,D-02-04-09-02","","熱性けいれん","熱性けいれん","重複削除","","●","重複あり","●","●","","","","","","","","","","",""
"神経系","疾患・病態","小児領域","なし","脳性麻痺","","","Jlvnlf0","D-02-04-09-01,D-02-04-09-02","","脳性麻痺","脳性麻痺","重複削除","","●","重複あり","●","","","","","","","","","","","",""
"神経系","疾患・病態","小児領域","なし","水頭症","","","Jlvnlf4","D-02-04-09-01,D-02-04-09-02","","水頭症","水頭症","","","","重複あり","","","","","","","","","","","","",""
"神経系","疾患・病態","腫瘍性疾患","なし","※腫瘍の項目を参照","","","JlvnlgA","D-02-04-10-01","","※腫瘍の項目を参照","※腫瘍の項目を参照","重複削除","","","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","湿疹反応（湿疹三角）","●","","JlvnlgE","D-03-04-01-01, ,D-03-04-01-02","","湿疹反応（湿疹三角）","湿疹反応（湿疹三角）","重要","","●","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","接触皮膚炎","●","","JlvnlgM","D-03-04-01-01, ,D-03-04-01-02","","接触皮膚炎","接触皮膚炎","重要","","●","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","アトピー性皮膚炎","●","","JlvnlgQ","D-03-04-01-01, ,D-03-04-01-02","","アトピー性皮膚炎","アトピー性皮膚炎","重要","","●","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","脂漏性皮膚炎","","","JlvnlgY","D-03-04-01-01, ,D-03-04-01-02","","脂漏性皮膚炎","脂漏性皮膚炎","","","","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","貨幣状湿疹","","","Jlvnlgg","D-03-04-01-01, ,D-03-04-01-02","","貨幣状湿疹","貨幣状湿疹","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","皮脂欠乏性湿疹","","","Jlvnlgk","D-03-04-01-01, ,D-03-04-01-02","","皮脂欠乏性湿疹","皮脂欠乏性湿疹","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","自家感作性皮膚炎","","","Jlvnlgs","D-03-04-01-01, ,D-03-04-01-02","","自家感作性皮膚炎","自家感作性皮膚炎","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","湿疹・皮膚炎","なし","うっ滞性皮膚炎","","","Jlvnlgw","D-03-04-01-01, ,D-03-04-01-02","","うっ滞性皮膚炎","うっ滞性皮膚炎","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","蕁麻疹","●","","Jlvnlg4","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","蕁麻疹","蕁麻疹","重要","","●","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","血管性浮腫","","","Jlvnlg8","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","血管性浮腫","血管性浮腫","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","多形滲出性紅斑","","","JlvnlhE","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","多形滲出性紅斑","多形滲出性紅斑","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","結節性紅斑","","","JlvnlhI","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","結節性紅斑","結節性紅斑","","","","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","環状紅斑","","","JlvnlhQ","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","環状紅斑","環状紅斑","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","紅皮症","","","JlvnlhU","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","紅皮症","紅皮症","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","蕁麻疹、紅斑症、紅皮症と皮膚そう痒症","なし","皮膚そう痒症","","","Jlvnlhc","D-03-04-02-01,,D-03-04-02-02,,D-03-04-02-03.,","","皮膚そう痒症","皮膚そう痒症","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","紫斑・皮膚血流障害","なし","紫斑（単純性・老人性）","","","Jlvnlhk","D-03-04-03-01","","紫斑（単純性・老人性）","紫斑（単純性・老人性）","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","紫斑・皮膚血流障害","皮膚血流障害","血栓性静脈炎","","","Jlvnlho","D-03-04-03-01","","血栓性静脈炎","血栓性静脈炎","重複削除","","","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","紫斑・皮膚血流障害","皮膚血流障害","網状皮斑","","","Jlvnlhw","D-03-04-03-01","","網状皮斑","網状皮斑","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","薬疹・薬物障害","なし","固定薬疹","","","Jlvnlh0","D-03-04-04-01, D-03-04-04-02","","固定薬疹","固定薬疹","","","（削除）","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","薬疹・薬物障害","なし","Stevens-Johnson症候群","●","","Jlvnlh8","D-03-04-04-01, D-03-04-04-02","","Stevens-Johnson症候群","Stevens-Johnson症候群","重要","","●","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","薬疹・薬物障害","なし","","","","JlvnliA","D-03-04-04-01, D-03-04-04-02","","","中毒性表皮壊死症 <TEN>","削除","割愛候補：Stevens-Johnson症候群の重症型と一言触れるだけで十分。病態としての独立性の乏しいし、治療の方向性も同等。生坂","","重複あり","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","薬疹・薬物障害","なし","薬剤性過敏症症候群 <DIHS>","","","JlvnliI","D-03-04-04-01, D-03-04-04-02","","薬剤性過敏症症候群 <DIHS>","薬剤性過敏症症候群 <DIHS>","","","（削除）","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","水疱症と膿疱","自己免疫性水疱症","天疱瘡","","","JlvnliQ","D-03-04-05-01, D-03-04-05-02, D-03-04-05-03","","天疱瘡","天疱瘡","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","水疱症と膿疱","自己免疫性水疱症","水疱性類天疱瘡","","","JlvnliU","D-03-04-05-01, D-03-04-05-02, D-03-04-05-03","","水疱性類天疱瘡","水疱性類天疱瘡","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","水疱症と膿疱","膿疱症","掌蹠膿疱症","","","Jlvnlic","D-03-04-05-01, D-03-04-05-02, D-03-04-05-03","","掌蹠膿疱症","掌蹠膿疱症","","","","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","水疱症と膿疱","膿疱症","膿疱性乾癬","","","Jlvnlig","D-03-04-05-01, D-03-04-05-02, D-03-04-05-03","","膿疱性乾癬","膿疱性乾癬","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","乾癬と角化症","なし","尋常性乾癬","","","Jlvnlio","D-03-04-06-01,D-03-04-06-02,","","尋常性乾癬","尋常性乾癬","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","乾癬と角化症","なし","扁平苔癬","","","Jlvnlis","D-03-04-06-01,D-03-04-06-02,","","扁平苔癬","扁平苔癬","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","乾癬と角化症","なし","Gibert 薔薇色粃糠疹","","","Jlvnli0","D-03-04-06-01,D-03-04-06-02,","","Gibert 薔薇色粃糠疹","Gibert 薔薇色粃糠疹","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","乾癬と角化症","なし","","","","Jlvnli4","D-03-04-06-01,D-03-04-06-02,","","","脂漏性角化症","削除","削除対象（岡崎／小松）","","重複あり","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","伝染性膿痂疹","","","JlvnljA","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","伝染性膿痂疹","伝染性膿痂疹","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","せつ・癰","","","JlvnljE","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","せつ・癰","せつ・癰","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","毛嚢炎","","","JlvnljM","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","毛嚢炎","毛嚢炎","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","ひょう疽","","","JlvnljQ","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","ひょう疽","ひょう疽","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","丹毒","","","JlvnljY","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","丹毒","丹毒","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","ブドウ球菌性熱傷様皮膚症候群 <SSSS>","","","Jlvnljg","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","ブドウ球菌性熱傷様皮膚症候群 <SSSS>","ブドウ球菌性熱傷様皮膚症候群 <SSSS>","","<SSSS>の表記を追加（岡崎／小松）","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","蜂窩織炎","●","","Jlvnljk","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","蜂窩織炎","蜂窩織炎","重要","","●（追記）","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","壊死性筋膜炎","","","Jlvnljs","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","壊死性筋膜炎","壊死性筋膜炎","","","","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","皮膚真菌症（表在性・深在性）","","","Jlvnljw","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","皮膚真菌症（表在性・深在性）","皮膚真菌症（表在性・深在性）","","","","","","","","","","","","","","","分割すべきか?","",""
"皮膚系","疾患・病態","皮膚感染症","なし","皮膚抗酸菌症","","","Jlvnlj4","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","皮膚抗酸菌症","皮膚抗酸菌症","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","疥癬","●","","Jlvnlj8","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","疥癬","疥癬","重要","","●（追記）","","","●","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","単純ヘルペス","●","","JlvnlkE","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","単純ヘルペス","単純ヘルペス","重要","","●","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","帯状疱疹","●","","JlvnlkM","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","帯状疱疹","帯状疱疹","重要","","●","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","尋常性疣贅","","","JlvnlkQ","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","尋常性疣贅","尋常性疣贅","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","伝染性軟属腫","","","JlvnlkY","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","伝染性軟属腫","伝染性軟属腫","重複削除","","","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","麻疹","","","Jlvnlkc","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","麻疹","麻疹","","","●","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","風疹","","","Jlvnlkk","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","風疹","風疹","","","●","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","水痘","","","Jlvnlko","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","水痘","水痘","","","●","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","伝染性紅斑","","","Jlvnlkw","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","伝染性紅斑","伝染性紅斑","重複削除","","","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","皮膚ウィルス感染症","手足口病","","","Jlvnlk0","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","手足口病","手足口病","重複削除","","","重複あり","●","","","","","","","","","","","",""
"皮膚系","疾患・病態","皮膚感染症","なし","後天性免疫不全症候群 <AIDS>に伴う皮膚症状（梅毒・難治性ヘルペス・伝染性軟属腫・Kaposi肉腫など）","●","","Jlvnlk8","D-03-04-07-01,D-03-04-07-02,D-03-04-07-03,D-03-04-07-04,D-03-04-07-05, D-03-04-07-06","","後天性免疫不全症候群 <AIDS>に伴う皮膚症状（梅毒・難治性ヘルペス・伝染性軟属腫・Kaposi肉腫など）","後天性免疫不全症候群 <AIDS>に伴う皮膚症状（梅毒・難治性ヘルペス・伝染性軟属腫・Kaposi肉腫など）","重要","","●（追記）","","","","","","","","","","","","分割すべきか?","",""
"皮膚系","疾患・病態","母斑性皮膚疾患","なし","母斑","","","JlvnllE","D-03-04-08-01","","母斑","母斑","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","母斑性皮膚疾患","母斑症","神経線維腫症1型","","","JlvnllI","D-03-04-08-01","","神経線維腫症1型","神経線維腫症1型","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","母斑性皮膚疾患","母斑症","結節性硬化症","","","JlvnllQ","D-03-04-08-01","","結節性硬化症","結節性硬化症","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","付属器疾患","毛の疾患","円形脱毛症","","","JlvnllU","D-03-04-09-01, D-03-04-09-02","","円形脱毛症","円形脱毛症","","","","","","","","","","","","","","","","",""
"皮膚系","疾患・病態","付属器疾患","毛の疾患","男性型脱毛症","","","Jlvnllc","D-03-04-09-01, D-03-04-09-02","","男性型脱毛症","男性型脱毛症","","","","","","","","","","","","","","","","",""
